word,source
hardness meter,supervocab
hark back to,supervocab
harness,supervocab
harp on,supervocab
harrowing,supervocab
hash out,supervocab
have it out with,supervocab
head off,supervocab
headlong,supervocab
healthspan,supervocab
heat decomposition,supervocab
heavily indebted poor country,supervocab
hedge fund,supervocab
heedless of,supervocab
hegemony,supervocab
hemophilia,supervocab
hepatitis,supervocab
herald,supervocab
herbicide,supervocab
herd mentality,supervocab
hereditary disease,supervocab
heredity,supervocab
hermit,supervocab
hiatus,supervocab
hibernation,supervocab
hieroglyph,supervocab
high resolution,supervocab
hinge on,supervocab
histogram,supervocab
hit it off with,supervocab
hives,supervocab
hold back,supervocab
hold up,supervocab
holistic approach,supervocab
hollow out,supervocab
home equity loan,supervocab
home in on,supervocab
homeland security,supervocab
hone,supervocab
hone in on,supervocab
honor,supervocab
honoriﬁc words,supervocab
honors student,supervocab
hopefully,supervocab
horizontal axis,supervocab
hormone-disrupting chemicals,supervocab
horse around,supervocab
host,supervocab
hot compress,supervocab
Hubble Space Telescope,supervocab
huffy,supervocab
humanism,supervocab
humdrum,supervocab
humidity,supervocab
humiliating,supervocab
hunker down for,supervocab
hushed,supervocab
husky,supervocab
hydrated lime,supervocab
hydraulic drive system,supervocab
hydraulic power,supervocab
hydroelectric power generation,supervocab
hydroponics,supervocab
hygienic,supervocab
hype up,supervocab
hyperbole,supervocab
hyperinﬂation,supervocab
hypnotic therapy,supervocab
hypothalamus,supervocab
hysteria,supervocab
ibis,supervocab
icicle,supervocab
id,supervocab
identify with,supervocab
idiosyncratic,supervocab
idle away,supervocab
idolatry,supervocab
idolize,supervocab
idyllic,supervocab
igneous rock,supervocab
ignominious,supervocab
illicit,supervocab
illuminate,supervocab
illuminating,supervocab
illusory,supervocab
illustrious,supervocab
imaginative,supervocab
imam,supervocab
imbibe,supervocab
imbue,supervocab
immaculacy,supervocab
immaculate,supervocab
immediate,supervocab
immersion,supervocab
imminent,supervocab
immune therapy,supervocab
immutable,supervocab
impair,supervocab
impartial,supervocab
impassioned,supervocab
impeachment trial,supervocab
impedance,supervocab
impel,supervocab
impending,supervocab
imperative,supervocab
imperil,supervocab
impertinent,supervocab
impetuous,supervocab
impetus,supervocab
impinge,supervocab
impious,supervocab
implacable,supervocab
implement,supervocab
implicated in,supervocab
implosion therapy,supervocab
import quota,supervocab
impose,supervocab
impostor,supervocab
impound,supervocab
Impressionism,supervocab
impressive,supervocab
imprison,supervocab
impromptu,supervocab
impromptu speech,supervocab
improvisation,supervocab
improvised,supervocab
impudent,supervocab
impulse,supervocab
impulsive,supervocab
impulsive will to live,supervocab
inactivation,supervocab
inadvertent,supervocab
inane,supervocab
incarcerate,supervocab
incarcerated,supervocab
incarceration,supervocab
incarnation,supervocab
incendiary,supervocab
inception,supervocab
incessant,supervocab
incineration site,supervocab
incisive,supervocab
incite,supervocab
inclement,supervocab
incoming,supervocab
incongruous,supervocab
inconsequential,supervocab
incorrigible,supervocab
increasingly,supervocab
incubation period,supervocab
inculcate,supervocab
indecisive,supervocab
indelible,supervocab
independent,supervocab
indexation,supervocab
indifferent,supervocab
indigenous tribes,supervocab
indignant,supervocab
individually,supervocab
indoctrinate,supervocab
indomitable,supervocab
induce,supervocab
indulge,supervocab
indulge in,supervocab
indulgent,supervocab
industrial complex,supervocab
inebriated,supervocab
ineffable,supervocab
ineffaceable,supervocab
ineluctable,supervocab
inequality,supervocab
inert gas,supervocab
inevitable,supervocab
infallible,supervocab
infantile,supervocab
inﬁnite,supervocab
inﬂammatory,supervocab
inﬂationary spiral,supervocab
inﬂection,supervocab
inﬂict,supervocab
information retrieval,supervocab
infrared rays,supervocab
infringe,supervocab
ingenious,supervocab
ingredient,supervocab
inhibited,supervocab
inhibition,supervocab
inimical,supervocab
iniquitous,supervocab
innocuous,supervocab
innovative,supervocab
innumerable,supervocab
inordinate,supervocab
inquisitive,supervocab
insatiable,supervocab
inscrutable,supervocab
insipid,supervocab
Installation Art,supervocab
installment plan,supervocab
instigate,supervocab
institutional investor,supervocab
insulate,supervocab
insulation tape,supervocab
integral,supervocab
integrate,supervocab
integrated circuit,supervocab
integrity,supervocab
intensify,supervocab
intercontinental ballistic missile,supervocab
interdisciplinary approach,supervocab
internal combustion engine,supervocab
interpose in,supervocab
intimidate,supervocab
intimidating,supervocab
intractable,supervocab
intrepid,supervocab
intricate,supervocab
intrinsic,supervocab
introspection,supervocab
intrude,supervocab
intuition,supervocab
inundated,supervocab
inundation,supervocab
invaluable,supervocab
investigate,supervocab
inveterate,supervocab
invoice,supervocab
invoke,supervocab
iPS cells,supervocab
irascible,supervocab
irate,supervocab
irksome,supervocab
iron ore,supervocab
iron out,supervocab
irrelevant,supervocab
irresolute,supervocab
irreverent,supervocab
irrigation,supervocab
isobar,supervocab
isotope,supervocab
Israel enclave,supervocab
jack up,supervocab
Jainism,supervocab
jam,supervocab
jarring,supervocab
jaundiced,supervocab
jaunty,supervocab
jazz up,supervocab
jazzy,supervocab
jejune,supervocab
jeopardize,supervocab
jeopardy,supervocab
jettison,supervocab
Jewish émigré,supervocab
jihad,supervocab
Jim Crow laws,supervocab
jingoism,supervocab
jittery,supervocab
job action,supervocab
job opening,supervocab
jockey for,supervocab
jocose,supervocab
jocular,supervocab
joint custody,supervocab
jolly,supervocab
jot down,supervocab
jovial,supervocab
juggle,supervocab
jumpy,supervocab
junta,supervocab
just-in-time marketing,supervocab
justiﬁcation,supervocab
juvenile,supervocab
karma,supervocab
keep at,supervocab
kerosene,supervocab
key,supervocab
kick around,supervocab
kick in,supervocab
kick off,supervocab
kidney dialysis,supervocab
kinesics,supervocab
kinetic energy,supervocab
kiss up to,supervocab
kleptomania,supervocab
knack,supervocab
knock off,supervocab
knock up,supervocab
knotty,supervocab
knuckle down to,supervocab
kosher,supervocab
labor union,supervocab
lacerate,supervocab
lackadaisical,supervocab
lackluster,supervocab
laconic,supervocab
lactation,supervocab
ladder of nature,supervocab
laissez-faire,supervocab
lambaste,supervocab
lame duck,supervocab
land,supervocab
land reclamation,supervocab
land subsidence,supervocab
languid,supervocab
languishment,supervocab
lanky,supervocab
lapse,supervocab
larva,supervocab
lascivious,supervocab
lash out against,supervocab
lash out at,supervocab
last-ditch,supervocab
last-minute,supervocab
latch onto,supervocab
lathe,supervocab
laudable,supervocab
launch into,supervocab
lay aside,supervocab
lay down,supervocab
lay into,supervocab
lay out,supervocab
leaf through,supervocab
leaﬂet,supervocab
leave off,supervocab
leech off,supervocab
legitimate self-defense,supervocab
legumes,supervocab
lenient,supervocab
let down,supervocab
let off,supervocab
let up,supervocab
lethargic,supervocab
lethargy,supervocab
leukemia,supervocab
level off,supervocab
level with,supervocab
levy,supervocab
lewd,supervocab
lexicography,supervocab
licentious,supervocab
life-size statue,supervocab
lift-off,supervocab
light emitting diode,supervocab
lightning rod,supervocab
likely,supervocab
limbo,supervocab
limpid,supervocab
line,supervocab
linger,supervocab
linger on,supervocab
lingua franca,supervocab
linguistic xenophobia,supervocab
liquefaction,supervocab
liqueﬁed natural gas,supervocab
liquidated company,supervocab
listed stock,supervocab
listless,supervocab
literacy rate,supervocab
lithium battery,supervocab
litigate,supervocab
live down,supervocab
live it up,supervocab
live off,supervocab
live through,supervocab
live up to,supervocab
live with,supervocab
liven up,supervocab
livid,supervocab
living will,supervocab
lizard,supervocab
load,supervocab
loaded question,supervocab
loathe,supervocab
local anesthesia,supervocab
local autonomy,supervocab
local content legislation,supervocab
locally,supervocab
locavore,supervocab
locust,supervocab
log,supervocab
logarithm,supervocab
logical manipulation,supervocab
logical thinking,supervocab
logistic support,supervocab
loitering,supervocab
long for,supervocab
long tail marketing,supervocab
loom,supervocab
looming,supervocab
loose,supervocab
lopsided,supervocab
lord it over,supervocab
Lost Generation,supervocab
low-end product,supervocab
lubricant,supervocab
lucid,supervocab
luck out,supervocab
lucrative,supervocab
ludicrous,supervocab
Luminism,supervocab
luminous,supervocab
luminous intensity,supervocab
lunar module,supervocab
lunar phase,supervocab
luster,supervocab
lymphatic gland,supervocab
madrasa,supervocab
magnanimity,supervocab
magnetic ﬂux,supervocab
Mahayana Buddhism,supervocab
mail-order business,supervocab
maim,supervocab
maimed,supervocab
main switchboard,supervocab
major contender,supervocab
make amends for,supervocab
make for,supervocab
make of,supervocab
make out,supervocab
make over,supervocab
make-believe,supervocab
Malcolm X,supervocab
male stamens,supervocab
malevolent,supervocab
malicious,supervocab
malignant tumor,supervocab
malpractice,supervocab
managing director,supervocab
mandate,supervocab
mandatory retirement,supervocab
mangle,supervocab
manic depression,supervocab
manipulate,supervocab
Mannerism,supervocab
mantle,supervocab
mantra,supervocab
manuscript,supervocab
map out,supervocab
margin trading,supervocab
marginal,supervocab
mariculture,supervocab
mark,supervocab
mark up,supervocab
market equilibrium,supervocab
marketable,supervocab
martial law,supervocab
martyr,supervocab
massive,supervocab
mastectomy,supervocab
maternalism,supervocab
maternity leave,supervocab
matrilineal family,supervocab
mature,supervocab
mausoleum,supervocab
maxim,supervocab
maxims of conversation,supervocab
McCarthyism,supervocab
meager,supervocab
mean value,supervocab
meandering,supervocab
measure up to,supervocab
meddle in,supervocab
mediate,supervocab
medieval,supervocab
mediocre,supervocab
meditate on,supervocab
meek,supervocab
melee,supervocab
mellow,supervocab
melting point,supervocab
menace,supervocab
menacing,supervocab
Mencius,supervocab
mended,supervocab
menopausal discomfort,supervocab
mental disorder,supervocab
mercantilism,supervocab
mercurial,supervocab
meretricious,supervocab
meridian,supervocab
merit,supervocab
mess up,supervocab
metalanguage,supervocab
metamorphose,supervocab
metamorphosis,supervocab
metaphysics,supervocab
mete out,supervocab
metempsychosis,supervocab
meteor showers,supervocab
meteorology,supervocab
methane gas,supervocab
methane hydrate,supervocab
methanol,supervocab
Methodism,supervocab
metonymy,supervocab
microﬁnance,supervocab
microorganism,supervocab
mid-career recruiting,supervocab
middle ear inﬂammation,supervocab
mien,supervocab
miffed,supervocab
migraine,supervocab
migration,supervocab
military intervention,supervocab
militated against,supervocab
militia,supervocab
milk,supervocab
mill about,supervocab
mill around,supervocab
milling machine,supervocab
Minimalism,supervocab
minimize,supervocab
minimum clearance,supervocab
minimum wage,supervocab
ministerial-level talks,supervocab
mirage,supervocab
misanthrope,supervocab
misappropriate,supervocab
miserly,supervocab
misgiving,supervocab
misplace,supervocab
misrepresented,supervocab
missile deployment,supervocab
mitigate,supervocab
mnemonic device,supervocab
modality,supervocab
moderate,supervocab
modest,supervocab
modulus,supervocab
mollify,supervocab
molten lava,supervocab
momentum,supervocab
monastic,supervocab
Monday-morning quarterback,supervocab
monetarism,supervocab
money-back guarantee,supervocab
monkey around,supervocab
monkey with,supervocab
monograph,supervocab
monopolize,supervocab
mooch off,supervocab
moonlighting,supervocab
moonshot,supervocab
moor,supervocab
moral obligation,supervocab
morale,supervocab
morning sickness,supervocab
morphology,supervocab
Mortgage-Backed Securities,supervocab
mortifying,supervocab
most-favored-nation treatment,supervocab
moth-eaten,supervocab
mountain range,supervocab
mountebank,supervocab
mouth off,supervocab
move up,supervocab
muddled,supervocab
mudslinging barrage,supervocab
mufﬂe,supervocab
muggy,supervocab
mulct,supervocab
mull over,supervocab
multicellular organism,supervocab
multifarious,supervocab
multiple independently-targetable reentry vehicle,supervocab
multiple-choice exam,supervocab
multiply,supervocab
multiplying factor,supervocab
mumblecore,supervocab
mundane,supervocab
muniﬁcent,supervocab
muse on,supervocab
muster up,supervocab
mutate,supervocab
mutation,supervocab
mutilate,supervocab
mutual funds,supervocab
mutually,supervocab
myriad,supervocab
mystiﬁed,supervocab
nail,supervocab
nail down,supervocab
nanotechnology,supervocab
narrow down,supervocab
national treasury,supervocab
natural convection,supervocab
natural habitat,supervocab
natural selection,supervocab
naturalism,supervocab
nebular gas,supervocab
nebulous,supervocab
nefarious,supervocab
neglect,supervocab
negligible,supervocab
negotiate,supervocab
Neo-Impressionism,supervocab
neophyte,supervocab
nerve,supervocab
nestling,supervocab
net,supervocab
nettlesome,supervocab
neurosis,supervocab
neuter,supervocab
neutrino astronomy,supervocab
newt,supervocab
nexus,supervocab
niche industry,supervocab
night shift,supervocab
night watchman,supervocab
nirvana,supervocab
nitpicking,supervocab
nitrogen oxides,supervocab
no-frills ﬂight,supervocab
nocturnal animal,supervocab
noisome,supervocab
nomad,supervocab
non-aggression treaty,supervocab
non-committal,supervocab
non-ferrous metals,supervocab
nonafﬁliated voters,supervocab
nonaligned neutrality,supervocab
nonchalant,supervocab
nonentity,supervocab
nose into,supervocab
nose-diving,supervocab
notable,supervocab
notch up,supervocab
note,supervocab
noted,supervocab
nothingburger,supervocab
novelty,supervocab
novice,supervocab
noxious,supervocab
nuclear club,supervocab
nuclear deterrence,supervocab
nudge,supervocab
nullify,supervocab
numerator,supervocab
numerical control machine,supervocab
numerous,supervocab
nursery school,supervocab
nursing care insurance,supervocab
nutritious,supervocab
obfuscate,supervocab
obliterate,supervocab
oblivion,supervocab
oblivious to,supervocab
obnoxious,supervocab
obscure,supervocab
obsequious,supervocab
obsessive,supervocab
obsolete,supervocab
obstinate,supervocab
obstreperous,supervocab
obtrusive,supervocab
obviate,supervocab
occultism,supervocab
ocean trench,supervocab
oceanography,supervocab
octane number,supervocab
off-year election,supervocab
offhand,supervocab
ofﬁce supplies,supervocab
ofﬁcial discount rate,supervocab
ofﬁcial party endorsement,supervocab
offshore funds,supervocab
offspring,supervocab
oil slick,supervocab
oily,supervocab
oleaginous,supervocab
oligopoly market,supervocab
ombudsman,supervocab
ominous,supervocab
omnidirectional microphone,supervocab
one-China policy,supervocab
one-percenter,supervocab
onerous,supervocab
online ghost,supervocab
onomatopoeia,supervocab
onset,supervocab
ontology,supervocab
open carry,supervocab
open-book examination,supervocab
ophthalmologist,supervocab
oppressive,supervocab
opprobrious,supervocab
optics,supervocab
opulent,supervocab
oral contraceptive,supervocab
ordinal number,supervocab
ordinance,supervocab
ornament,supervocab
orthodontist,supervocab
oscillating circuit,supervocab
osmotic pressure,supervocab
ostentatious,supervocab
osteoporosis,supervocab
Ostpolitik,supervocab
ostracize,supervocab
ostrich,supervocab
otherwise,supervocab
otorhinolaryngologist,supervocab
oust,supervocab
out-and-out,supervocab
outdated,supervocab
outgoing,supervocab
outgrow,supervocab
outlandish,supervocab
outmoded,supervocab
outpatient department,supervocab
outstanding,supervocab
outwit,supervocab
overcurrent,supervocab
overhead,supervocab
overnight,supervocab
overrule,supervocab
oversee,supervocab
overt,supervocab
overthrow,supervocab
overturn,supervocab
overvoltage,supervocab
own up to,supervocab
oxidize,supervocab
oxymoron,supervocab
ozone depletion,supervocab
paid vacation,supervocab
palatable,supervocab
palm A off with B,supervocab
palpable,supervocab
paltry,supervocab
pamper,supervocab
pan out,supervocab
pancreas,supervocab
pandemonium,supervocab
pander to,supervocab
pang of conscience,supervocab
panic attack,supervocab
pantheism,supervocab
papal emissary,supervocab
paper over,supervocab
parabola,supervocab
parade,supervocab
paralanguage,supervocab
parallel,supervocab
parallel circuit,supervocab
parallelogram,supervocab
paralyze,supervocab
paramount,supervocab
parasitic fungi,supervocab
pare down,supervocab
Paris Club,supervocab
parity,supervocab
parliamentary immunity,supervocab
parliamentary system,supervocab
parochial,supervocab
paroxysm,supervocab
parsimonious,supervocab
parsing,supervocab
part from,supervocab
part with,supervocab
pass for,supervocab
pass over,supervocab
pass up,supervocab
pastoral,supervocab
pathetic,supervocab
pathﬁnder,supervocab
Pavlovian conditioning,supervocab
peace envoy,supervocab
peaceful coexistence,supervocab
pedagogy,supervocab
pediatrician,supervocab
peg away at,supervocab
pejorative,supervocab
penalize,supervocab
penchant,supervocab
penetrate,supervocab
penetration rate,supervocab
penitent,supervocab
penurious,supervocab
pep rally,supervocab
peptide bond,supervocab
per capita income,supervocab
performance appraisal,supervocab
performing verb,supervocab
perfunctory,supervocab
periodically,supervocab
peripatetic,supervocab
perish,supervocab
perk up,supervocab
permafrost,supervocab
permanent magnet,supervocab
permeate,supervocab
permutation,supervocab
perpendicular,supervocab
perpetual,supervocab
perplexed,supervocab
perquisite,supervocab
perseverance,supervocab
persevering,supervocab
personnel cost,supervocab
persuasive,supervocab
perturb,supervocab
pervade,supervocab
pervasive,supervocab
pesky,supervocab
peter out,supervocab
petition,supervocab
petulant,supervocab
phantom,supervocab
phase out,supervocab
phenomenology,supervocab
philanthropic,supervocab
philistine,supervocab
Philosopher King,supervocab
phlegm,supervocab
phonics,supervocab
phonology,supervocab
photochemical smog,supervocab
photosynthesis,supervocab
photovoltaic cell,supervocab
physical therapist,supervocab
pick on,supervocab
pick up on,supervocab
picky,supervocab
pictograph,supervocab
pidgin,supervocab
pier,supervocab
pig out on,supervocab
pilfer,supervocab
pillage,supervocab
pilot,supervocab
pin down,supervocab
pine for,supervocab
pipe down,supervocab
piquant,supervocab
pitch,supervocab
pitch in,supervocab
pithy,supervocab
pittance,supervocab
pivot on,supervocab
pivotal,supervocab
pixel,supervocab
placate,supervocab
place,supervocab
placebo effect,supervocab
plagiarize,supervocab
planned obsolescence,supervocab
plant,supervocab
plaque,supervocab
platitude,supervocab
platypus,supervocab
plausible,supervocab
play down,supervocab
play on,supervocab
play up,supervocab
play up to,supervocab
play well with,supervocab
plea bargaining,supervocab
plebiscite,supervocab
pledge,supervocab
plenary session,supervocab
plight,supervocab
plow A back into B,supervocab
pluck up,supervocab
plummet,supervocab
plummeting,supervocab
plunging,supervocab
Pluto,supervocab
poignancy,supervocab
poignant,supervocab
point of sale,supervocab
Pointillism,supervocab
poise,supervocab
poke around,supervocab
Polaris,supervocab
polarization,supervocab
polarize,supervocab
polemic,supervocab
Politburo,supervocab
political assassination,supervocab
political backlash,supervocab
political contribution,supervocab
political correctness,supervocab
political dissidents,supervocab
political manifesto,supervocab
polysemy,supervocab
polytheism,supervocab
pompous,supervocab
pontiﬁcate,supervocab
pop up,supervocab
Pope,supervocab
popular sovereignty,supervocab
porcupine,supervocab
pore over,supervocab
pork-barrel politics,supervocab
portend,supervocab
portentous,supervocab
portray,supervocab
positive charge,supervocab
positivism,supervocab
post,supervocab
post-traumatic stress disorder,supervocab
Post-Impressionism,supervocab
postmodernism,supervocab
postulate,supervocab
potential energy,supervocab
power ampliﬁer,supervocab
power failure,supervocab
power transmission,supervocab
powerful,supervocab
practice,supervocab
practicing doctor,supervocab
pragmatics,supervocab
pragmatism,supervocab
pre-listed stocks,supervocab
precious metal,supervocab
precipitate,supervocab
precipitation,supervocab
precise,supervocab
precision instrument,supervocab
preclude,supervocab
precursor,supervocab
predecessor,supervocab
predicament,supervocab
predilection,supervocab
preemptive,supervocab
preemptive strike,supervocab
preferably,supervocab
preferential tariff,supervocab
preliminary hearing,supervocab
preoccupy,supervocab
preordained,supervocab
preposterous,supervocab
presage,supervocab
Presbyterianism,supervocab
prescience,supervocab
prescient,supervocab
presidential primary,supervocab
pressure trough,supervocab
prestigious university,supervocab
presume,supervocab
presumptuous,supervocab
pretax proﬁt,supervocab
pretentious,supervocab
price busting,supervocab
priceless,supervocab
prick up,supervocab
print,supervocab
prisoner of war,supervocab
private,supervocab
probability,supervocab
probationary period,supervocab
probationary acceptance,supervocab
proceeds,supervocab
process,supervocab
proclivity,supervocab
prod,supervocab
produce,supervocab
product,supervocab
profane,supervocab
proﬂigate,supervocab
profound,supervocab
profusion,supervocab
progeny,supervocab
prognosticate,supervocab
progressive taxation,supervocab
Prohibition,supervocab
project,supervocab
proliferate,supervocab
prolix,supervocab
prolong,supervocab
prominent,supervocab
promising,supervocab
promotion transfer,supervocab
promulgate,supervocab
prop up,supervocab
propaganda,supervocab
propaganda war,supervocab
propagate,supervocab
proper,supervocab
propitious,supervocab
proponent,supervocab
prosaic,supervocab
prosody,supervocab
prospect,supervocab
prospective,supervocab
prosthetic limb,supervocab
protean,supervocab
protectionism,supervocab
Protestant denominations,supervocab
protocol,supervocab
protractor,supervocab
provident,supervocab
provincial,supervocab
provincial government,supervocab
provoke,supervocab
proxemics,supervocab
proxy war,supervocab
prudent,supervocab
prudish,supervocab
pry,supervocab
psych out,supervocab
psychiatric center,supervocab
psychosis,supervocab
pugnacious,supervocab
pull off,supervocab
pull out,supervocab
pull over,supervocab
pull through,supervocab
pumice,supervocab
pump-priming measures,supervocab
pupa,supervocab
pure reason,supervocab
puritanical,supervocab
put down,supervocab
quack,supervocab
quadratic equation,supervocab
Quaker,supervocab
qualify,supervocab
qualify for,supervocab
quantitative monetary easing,supervocab
quantum mechanics,supervocab
quarantine,supervocab
quasar,supervocab
quash,supervocab
quell,supervocab
quenching,supervocab
quick,supervocab
quixotic,supervocab
quotation,supervocab
quote,supervocab
Quran,supervocab
rabble,supervocab
rabble-rousing,supervocab
racial integration,supervocab
rack up,supervocab
radical,supervocab
radio wave,supervocab
radioactive contamination,supervocab
rage,supervocab
rail against,supervocab
rail at,supervocab
rain down on,supervocab
rake in,supervocab
Ramadan,supervocab
rambling,supervocab
ramiﬁcation,supervocab
ramp up,supervocab
ramshackle,supervocab
rank and ﬁle,supervocab
ransack,supervocab
rapacious,supervocab
rapprochement talks,supervocab
rash,supervocab
rasping,supervocab
rat on,supervocab
ratchet up,supervocab
rational,supervocab
rationalization,supervocab
rattle off,supervocab
ravine,supervocab
raw,supervocab
reach out for,supervocab
readily,supervocab
real image,supervocab
real number,supervocab
Realism,supervocab
rebuff,supervocab
rebuke,supervocab
recalcitrant,supervocab
recant,supervocab
receptacle,supervocab
receptive,supervocab
rechargeable battery,supervocab
recidivism,supervocab
reciprocating pump,supervocab
reconcile,supervocab
recondite,supervocab
reconnaissance plane,supervocab
recrimination,supervocab
recrystallization,supervocab
rectify,supervocab
rectifying circuit,supervocab
redress,supervocab
reduced to,supervocab
reduction,supervocab
redundant,supervocab
reel off,supervocab
reeling,supervocab
refer,supervocab
reference letter,supervocab
reﬁned,supervocab
reﬂexology,supervocab
refraction,supervocab
refraction angle,supervocab
refractory,supervocab
refrigerant,supervocab
refuge,supervocab
refurbish,supervocab
regenerative medicine,supervocab
register,supervocab
regression,supervocab
regurgitate,supervocab
reimburse,supervocab
reinforce,supervocab
reinstate,supervocab
reject,supervocab
relativism,supervocab
relax,supervocab
release,supervocab
relentless,supervocab
relinquish,supervocab
remedial education,supervocab
remedy,supervocab
reminder,supervocab
remission status,supervocab
remnant,supervocab
remodel,supervocab
remonstrate,supervocab
remorse,supervocab
remorseful,supervocab
remote,supervocab
remunerative,supervocab
renegade,supervocab
renewable energy,supervocab
renovate,supervocab
renowned,supervocab
repatriate,supervocab
repeal,supervocab
repentant,supervocab
repercussion,supervocab
report to,supervocab
represent,supervocab
repress,supervocab
repression,supervocab
reprieve,supervocab
reprimand,supervocab
reproach,supervocab
repugnant,supervocab
required course,supervocab
rescind,supervocab
reserve,supervocab
resistivity,supervocab
resolve,supervocab
resonance frequency,supervocab
resonate with,supervocab
resplendent,supervocab
rest on,supervocab
rest with,supervocab
restive,supervocab
resultant resistance,supervocab
resume,supervocab
retain,supervocab
reticent,supervocab
retract,supervocab
retrospective exhibition,supervocab
return,supervocab
return privilege,supervocab
rev up,supervocab
revaluation,supervocab
revamp,supervocab
revenue stamp,supervocab
revere,supervocab
reverence,supervocab
revoke,supervocab
revolution,supervocab
revolutions per minute,supervocab
revulsion,supervocab
rheumatoid arthritis,supervocab
rib,supervocab
rickety,supervocab
ride out,supervocab
riﬂe through,supervocab
rift,supervocab
rigorous,supervocab
riled,supervocab
rip into,supervocab
rise up against,supervocab
risible,supervocab
ritual,supervocab
river,supervocab
roaming,supervocab
Robocalypse,supervocab
robust,supervocab
rocket trajectory,supervocab
Rococo,supervocab
roll back,supervocab
roll off,supervocab
roll out,supervocab
Romanticism,supervocab
room and board,supervocab
root for,supervocab
root out,supervocab
rote memorization,supervocab
rouge state,supervocab
round out,supervocab
round up,supervocab
rout,supervocab
royalty,supervocab
rub it in,supervocab
rub off on,supervocab
rude,supervocab
rudimentary,supervocab
rueful,supervocab
rugged,supervocab
rule out,supervocab
ruminate on,supervocab
rummage,supervocab
run down,supervocab
run through,supervocab
run-up,supervocab
running mate,supervocab
runoff voting,supervocab
rust,supervocab
rustic,supervocab
rustle up,supervocab
Sabbath,supervocab
sabbatical term,supervocab
saccharide,supervocab
sacrament,supervocab
sacrilegious,supervocab
sacrosanct,supervocab
sail into,supervocab
salamander,supervocab
sales channel,supervocab
saline water,supervocab
SALT,supervocab
salt away,supervocab
salubrious,supervocab
salutary,supervocab
salvage,supervocab
salvation,supervocab
salvo,supervocab
samsara,supervocab
sanctuary city,supervocab
sand dune,supervocab
sandbar,supervocab
sanguine,supervocab
sanitary,supervocab
sarcastic,supervocab
sardonic,supervocab
satirical,supervocab
saturate,supervocab
saturation point,supervocab
savvy,supervocab
scale down,supervocab
scales,supervocab
scanty,supervocab
scarce,supervocab
scathing,supervocab
schism,supervocab
schizophrenia,supervocab
school report,supervocab
scientology,supervocab
scoff,supervocab
scoff at,supervocab
scoot out for,supervocab
scour,supervocab
scourge,supervocab
scrabble,supervocab
scrape up,supervocab
scratch out,supervocab
scrawl,supervocab
screen,supervocab
screenager,supervocab
screw up,supervocab
scribble,supervocab
scrounge around,supervocab
scruple,supervocab
scrupulous,supervocab
scrutinize,supervocab
scufﬂe,supervocab
Sea Lines of Communication,supervocab
seal,supervocab
search engine optimization,supervocab
seasonal rain front,supervocab
seasonal wind,supervocab
secession from the party,supervocab
seclude,supervocab
secrete,supervocab
sectarian strife,supervocab
secular,supervocab
seditious,supervocab
seductive,supervocab
see through,supervocab
seedy,supervocab
seemingly,supervocab
seethe,supervocab
segregate,supervocab
seismic center,supervocab
seismic disturbance,supervocab
seismic wave,supervocab
selective,supervocab
self-important,supervocab
self-supporting accounting system,supervocab
sell out,supervocab
selling point,supervocab
semantic,supervocab
semantics,supervocab
semiconductor,supervocab
seniority system,supervocab
sententious,supervocab
separately,supervocab
separation of powers,supervocab
serendipity,supervocab
serf,supervocab
serial novels,supervocab
serve,supervocab
serve on,supervocab
set A apart from B,supervocab
set about,supervocab
set back,supervocab
set in,supervocab
set out,supervocab
settle,supervocab
settle down,supervocab
settle for,supervocab
severance pay,supervocab
sew up,supervocab
sewage treatment,supervocab
shadow,supervocab
shake down,supervocab
shake up,supervocab
shakeout,supervocab
shale gas,supervocab
Sharia,supervocab
sharp,supervocab
shatter,supervocab
shed,supervocab
shed light on,supervocab
sheer,supervocab
shell company,supervocab
shell out,supervocab
ship out,supervocab
shiver,supervocab
shoddy,supervocab
shoestring,supervocab
shoo-in,supervocab
shoot for,supervocab
shoot off,supervocab
shoot up to,supervocab
shore up,supervocab
shortcoming,supervocab
shorting a security,supervocab
shrewd,supervocab
shrimp,supervocab
shrink from,supervocab
shrug off,supervocab
shudder,supervocab
sibling rivalry,supervocab
sift through,supervocab
sign off on,supervocab
sign over,supervocab
signatory,supervocab
Sikhism,supervocab
simmer down,supervocab
sine wave,supervocab
sinewy,supervocab
single A out for B,supervocab
single eye,supervocab
sinister,supervocab
sink in,supervocab
sinusitis,supervocab
siphon off,supervocab
sit back,supervocab
sit down with,supervocab
sit for,supervocab
sit in on,supervocab
sit through,supervocab
size up,supervocab
skeleton staff,supervocab
skepticism,supervocab
skimp,supervocab
skinny,supervocab
skirmish,supervocab
skirt around,supervocab
skittish,supervocab
slack off,supervocab
slanted,supervocab
slapstick comedy,supervocab
slash,supervocab
slash and burn agriculture,supervocab
slaughter,supervocab
sleazy,supervocab
sleep apnea syndrome,supervocab
sleep on,supervocab
slender,supervocab
slim,supervocab
slipshod,supervocab
slovenly,supervocab
sludge,supervocab
sluggish,supervocab
smack of,supervocab
small-and-medium-sized business,supervocab
small-minded,supervocab
smear,supervocab
smear campaign,supervocab
smoke out,supervocab
smooth,supervocab
smooth out,supervocab
smooth over,supervocab
smother,supervocab
snap at,supervocab
snatch,supervocab
sneak up to,supervocab
sneer at,supervocab
